ID	Log2FoldChange	PValue
ENSG00000145375	-0.38	0.179767313
ENSG00000164061	0.82	0.179988896
ENSG00000178234	-0.22	0.179988896
ENSG00000116670	-0.27	0.18007147
ENSG00000132510	0.38	0.18007147
ENSG00000164168	-0.28	0.180101917
ENSG00000033178	0.23	0.180149235
ENSG00000236283	2	0.180379773
ENSG00000236882	-1.16	0.180379773
ENSG00000141448	0.63	0.180583827
ENSG00000125124	0.27	0.180949405
ENSG00000173846	0.32	0.181125956
ENSG00000143179	-0.37	0.181378059
ENSG00000226312	-1.01	0.181378059
ENSG00000135185	-0.38	0.181378059
ENSG00000185437	0.44	0.181378059
ENSG00000148331	-0.18	0.181450573
ENSG00000119777	-0.21	0.18163005
ENSG00000273343	1.22	0.181699971
ENSG00000137312	-0.2	0.181762436
ENSG00000135378	-1.41	0.181837926
ENSG00000156453	1.55	0.18192663
ENSG00000167632	-0.21	0.18192663
ENSG00000164342	0.63	0.181937464
ENSG00000108100	-0.19	0.181937464
ENSG00000166446	-0.69	0.181937464
ENSG00000172817	-1.11	0.182146702
ENSG00000226757	-1.21	0.182167081
ENSG00000110075	-0.16	0.182167081
ENSG00000076770	0.38	0.182343114
ENSG00000255717	0.23	0.182344608
ENSG00000197608	0.4	0.182460164
ENSG00000134285	-0.35	0.182648914
ENSG00000177917	-0.3	0.182826104
ENSG00000185825	-0.23	0.182826104
ENSG00000185298	-0.29	0.183043696
ENSG00000142731	0.7	0.183368428
ENSG00000181982	0.19	0.18340241
ENSG00000163093	0.4	0.183427228
ENSG00000136630	-0.31	0.183521915
ENSG00000163406	1.29	0.183521915
ENSG00000249042	0.54	0.183521915
ENSG00000179364	-0.14	0.183521915
ENSG00000164604	0.67	0.183574628
ENSG00000115504	0.25	0.183713558
ENSG00000187840	0.3	0.183988049
ENSG00000187051	-0.28	0.183992392
ENSG00000183891	-0.56	0.184301031
ENSG00000203644	-0.59	0.184301031
ENSG00000102710	0.26	0.184367421
ENSG00000197965	-0.23	0.18445199
ENSG00000170502	-0.21	0.184517001
ENSG00000204592	-0.3	0.184524576
ENSG00000131711	0.45	0.184628687
ENSG00000112877	0.8	0.184658192
ENSG00000112033	-0.22	0.184658192
ENSG00000083168	0.22	0.184658192
ENSG00000175513	1.13	0.184658192
ENSG00000120675	-0.38	0.184658192
ENSG00000169727	-0.14	0.184658192
ENSG00000178951	-0.21	0.184658192
ENSG00000104863	0.59	0.184658192
ENSG00000144524	0.25	0.18469579
ENSG00000198440	0.33	0.184821537
ENSG00000124225	1.01	0.185033061
ENSG00000186635	0.18	0.18505133
ENSG00000228784	1.78	0.185177233
ENSG00000103855	0.31	0.185394525
ENSG00000099330	-0.32	0.185441092
ENSG00000001626	1.03	0.185664147
ENSG00000224424	0.95	0.186085951
ENSG00000224078	0.21	0.186085951
ENSG00000182492	0.4	0.186085951
ENSG00000053372	-0.25	0.186258969
ENSG00000075426	-0.27	0.186258969
ENSG00000123159	-0.23	0.186484741
ENSG00000279254	1.4	0.186497428
ENSG00000106080	0.19	0.186903524
ENSG00000122435	0.3	0.18813636
ENSG00000155329	-0.34	0.188314552
ENSG00000077312	0.33	0.188576448
ENSG00000100335	-0.19	0.188651923
ENSG00000130511	0.36	0.189024413
ENSG00000273243	-1.36	0.189257234
ENSG00000176927	-0.82	0.189397675
ENSG00000130962	-0.35	0.189466473
ENSG00000173567	0.84	0.189524238
ENSG00000167962	-0.39	0.189524238
ENSG00000161677	-0.47	0.189524238
ENSG00000184194	0.58	0.190033313
ENSG00000175224	-0.25	0.190073554
ENSG00000166450	0.9	0.190073554
ENSG00000162526	1.2	0.190246984
ENSG00000101470	0.84	0.19035105
ENSG00000273253	0.77	0.190717523
ENSG00000171867	0.22	0.190793908
ENSG00000198911	0.38	0.190917865
ENSG00000103319	-0.41	0.191012069
ENSG00000164742	2.24	0.19109421
ENSG00000091490	0.49	0.191541516
ENSG00000169813	-0.27	0.191550434
ENSG00000133398	-0.23	0.191621911
ENSG00000133884	0.17	0.191700796
ENSG00000160058	0.18	0.192069762
ENSG00000132832	1.26	0.19212074
ENSG00000093010	-0.25	0.192165067
ENSG00000101977	-1.66	0.192282569
ENSG00000105514	-0.42	0.192495227
ENSG00000187210	-0.63	0.19249834
ENSG00000239763	1.01	0.19249834
ENSG00000138443	0.24	0.192927866
ENSG00000112096	-0.53	0.192935691
ENSG00000236404	0.82	0.192935691
ENSG00000270629	0.4	0.193007498
ENSG00000082213	-0.35	0.193085603
ENSG00000176410	0.36	0.193146759
ENSG00000113595	-0.23	0.193273691
ENSG00000048471	-0.48	0.193434653
ENSG00000164112	-0.96	0.193462692
ENSG00000109919	-0.2	0.193602802
ENSG00000273055	-0.63	0.193822836
ENSG00000144583	-0.72	0.194046805
ENSG00000119681	0.25	0.19436606
ENSG00000173473	0.22	0.194699854
ENSG00000120820	0.37	0.194707149
ENSG00000089723	0.54	0.195288043
ENSG00000082641	-0.27	0.195288043
ENSG00000265681	-0.55	0.195288043
ENSG00000115556	0.4	0.1953175
ENSG00000166411	-0.26	0.195396373
ENSG00000189079	0.25	0.19550855
ENSG00000261351	-1.24	0.19550855
ENSG00000175182	-0.32	0.195691037
ENSG00000169519	0.35	0.195691037
ENSG00000173992	0.25	0.19584122
ENSG00000100075	-0.27	0.19584122
ENSG00000228495	1.76	0.195854507
ENSG00000124508	0.36	0.195913674
ENSG00000206658	-1.34	0.196054811
ENSG00000196233	-0.24	0.196054811
ENSG00000198003	1.07	0.196054811
ENSG00000246695	-0.42	0.196275868
ENSG00000175600	-0.43	0.196302867
ENSG00000177732	0.52	0.196602526
ENSG00000146414	0.37	0.196950126
ENSG00000132716	-0.21	0.197204441
ENSG00000112419	-0.41	0.197220454
ENSG00000261578	-1.08	0.197220454
ENSG00000184436	0.27	0.197220454
ENSG00000261730	0.6	0.197253886
ENSG00000178105	-0.28	0.197253886
ENSG00000100796	0.21	0.197253886
ENSG00000177981	0.26	0.19728336
ENSG00000263072	0.39	0.197459545
ENSG00000105364	-0.26	0.197459545
ENSG00000101343	-0.2	0.197459545
ENSG00000134575	-0.37	0.197749458
ENSG00000138768	-0.21	0.197972807
ENSG00000113083	-0.49	0.197972807
ENSG00000137288	0.4	0.197972807
ENSG00000188158	0.43	0.197972807
ENSG00000198055	-0.32	0.198010989
ENSG00000161010	0.29	0.198010989
ENSG00000176105	0.2	0.198010989
ENSG00000055211	-0.28	0.198108689
ENSG00000110446	-0.25	0.198251324
ENSG00000022567	-0.3	0.198458137
ENSG00000168374	-0.24	0.19861768
ENSG00000197847	-1.04	0.19861768
ENSG00000179041	-0.42	0.198618514
ENSG00000120278	0.48	0.198664918
ENSG00000065989	-0.23	0.198664918
ENSG00000198835	0.7	0.198927421
ENSG00000182093	-0.27	0.198927421
ENSG00000111846	-1.05	0.199066868
ENSG00000130312	-0.25	0.199066868
ENSG00000143641	-0.23	0.1991859
ENSG00000174574	-0.32	0.19938212
ENSG00000250722	-0.48	0.19938212
ENSG00000116514	0.35	0.19944297
ENSG00000135312	-2.68	0.19944297
ENSG00000265298	-0.59	0.199639176
ENSG00000167815	0.24	0.199751297
ENSG00000054523	-0.17	0.199846063
ENSG00000151576	-0.26	0.199949483
ENSG00000183570	-1.74	0.200180044
ENSG00000106785	0.49	0.200308263
ENSG00000114520	-0.22	0.20054181
ENSG00000176125	-0.81	0.20054181
ENSG00000011009	-0.22	0.201029782
ENSG00000174021	-0.35	0.201048964
ENSG00000151090	-0.41	0.201048964
ENSG00000244218	1.25	0.201055282
ENSG00000197580	0.7	0.201088133
ENSG00000248671	1.38	0.201409195
ENSG00000087301	-0.41	0.20195828
ENSG00000196081	0.96	0.202005418
ENSG00000164096	0.48	0.202145609
ENSG00000157637	-0.26	0.202179516
ENSG00000179859	-0.49	0.202346292
ENSG00000037241	-0.27	0.202432921
ENSG00000258704	1.21	0.202432921
ENSG00000160796	-0.38	0.202442051
ENSG00000137203	1.14	0.202511984
ENSG00000137628	0.25	0.202741911
ENSG00000204397	0.48	0.202873224
ENSG00000163040	0.43	0.203007107
ENSG00000101911	-0.24	0.203196267
ENSG00000102409	0.23	0.203196267
ENSG00000120549	0.99	0.203320924
ENSG00000183576	-0.23	0.203320924
ENSG00000172086	-0.23	0.203499354
ENSG00000130818	0.2	0.203499354
ENSG00000141447	0.35	0.203523663
ENSG00000168209	-0.67	0.203529092
ENSG00000159239	0.41	0.203753276
ENSG00000168137	0.22	0.203753276
ENSG00000183111	0.61	0.203753276
ENSG00000197653	0.64	0.203753276
ENSG00000002016	0.3	0.203844431
ENSG00000127804	0.24	0.203844431
ENSG00000137171	0.26	0.2038915
ENSG00000134594	0.96	0.203925934
ENSG00000159596	0.22	0.203958322
ENSG00000144028	0.18	0.203958322
ENSG00000110844	0.32	0.203958322
ENSG00000196700	0.3	0.203958322
ENSG00000111897	-0.27	0.204069545
ENSG00000156313	-0.49	0.204158681
ENSG00000162929	0.35	0.204448468
ENSG00000272622	-0.83	0.204863404
ENSG00000204852	0.23	0.205024001
ENSG00000144452	1.51	0.205027767
ENSG00000117411	0.24	0.205034189
ENSG00000246627	1.14	0.205034189
ENSG00000256802	1.02	0.205034189
ENSG00000007392	0.18	0.205034189
ENSG00000161544	0.33	0.205034189
ENSG00000185261	-0.4	0.205334005
ENSG00000112039	-0.32	0.205334005
ENSG00000188566	-0.26	0.205364351
ENSG00000141576	-0.82	0.205453775
ENSG00000169554	0.3	0.205624187
ENSG00000153827	-0.17	0.205671811
ENSG00000165816	1.68	0.205827319
ENSG00000049541	0.33	0.205953833
ENSG00000240204	1.78	0.205998483
ENSG00000107984	-0.44	0.206070724
ENSG00000111653	0.28	0.206070724
ENSG00000142208	-0.21	0.206070724
ENSG00000238045	0.4	0.206070724
ENSG00000083799	0.2	0.206070724
ENSG00000143353	-0.3	0.20608154
ENSG00000205356	-0.2	0.206093891
ENSG00000156467	0.22	0.206093891
ENSG00000149260	0.33	0.206093891
ENSG00000259456	0.63	0.206093891
ENSG00000118690	-0.56	0.206208811
ENSG00000105254	-0.23	0.206208811
ENSG00000125347	0.45	0.20621369
ENSG00000196937	-0.46	0.206345003
ENSG00000065457	0.24	0.206417863
ENSG00000199133	-1.38	0.206751155
ENSG00000166012	-0.18	0.206879016
ENSG00000184319	0.4	0.206926588
ENSG00000159128	0.22	0.207118234
ENSG00000048991	0.22	0.207279547
ENSG00000227014	-1.49	0.207356632
ENSG00000006634	0.33	0.207470161
ENSG00000102878	0.55	0.207470161
ENSG00000230615	0.82	0.207494198
ENSG00000104472	-0.26	0.207494198
ENSG00000139625	0.25	0.207494198
ENSG00000269940	-0.89	0.207679367
ENSG00000155393	-0.44	0.207784547
ENSG00000204256	0.18	0.208084777
ENSG00000105393	-0.32	0.208129135
ENSG00000188599	-0.42	0.208260135
ENSG00000144659	-0.22	0.208350783
ENSG00000110881	0.41	0.208351961
ENSG00000123999	-0.72	0.208419662
ENSG00000118307	1.03	0.208530758
ENSG00000166106	-0.53	0.208653507
ENSG00000198042	-0.37	0.208734581
ENSG00000102100	-0.2	0.208812879
ENSG00000064932	-0.29	0.209166376
ENSG00000130518	0.81	0.209223375
ENSG00000182107	-0.91	0.209338382
ENSG00000117013	-1.54	0.209358182
ENSG00000124570	0.23	0.209957193
ENSG00000213071	-1.48	0.210152507
ENSG00000101350	-0.15	0.210152507
ENSG00000184939	0.33	0.210337676
ENSG00000213563	-0.32	0.210380433
ENSG00000118508	0.33	0.210552046
ENSG00000188385	1.34	0.210552046
ENSG00000164509	1.27	0.210575735
ENSG00000143458	-0.27	0.210632303
ENSG00000159885	0.57	0.210632303
ENSG00000129235	-0.31	0.210682881
ENSG00000079931	0.32	0.210977642
ENSG00000100439	0.22	0.211020491
ENSG00000128815	-0.93	0.211243075
ENSG00000255100	-1.21	0.211248165
ENSG00000013441	-0.26	0.211253708
ENSG00000109670	0.25	0.211253708
ENSG00000091844	0.66	0.211253708
ENSG00000139668	0.34	0.211301716
ENSG00000176692	-0.57	0.21145215
ENSG00000175606	-0.31	0.211554397
ENSG00000100393	-0.16	0.211554397
ENSG00000138069	-0.18	0.212676807
ENSG00000244586	0.93	0.212822403
ENSG00000164597	0.21	0.212847846
ENSG00000170946	-0.25	0.212904986
ENSG00000163900	-0.3	0.21312066
ENSG00000102606	-0.26	0.213255419
ENSG00000086848	-0.55	0.213260049
ENSG00000198700	0.14	0.213427436
ENSG00000107263	-0.23	0.213427436
ENSG00000165323	0.69	0.213427436
ENSG00000167766	0.22	0.213427436
ENSG00000196562	0.81	0.213427436
ENSG00000129682	1.49	0.213427436
ENSG00000116685	-0.16	0.213535777
ENSG00000165078	0.71	0.213535777
ENSG00000140853	-0.18	0.213535777
ENSG00000163328	0.36	0.213558225
ENSG00000131504	-0.3	0.213595479
ENSG00000109320	0.21	0.213683152
ENSG00000101966	-0.2	0.213922148
ENSG00000134146	-0.36	0.214159108
ENSG00000245532	0.44	0.214172199
ENSG00000171246	1.03	0.214267608
ENSG00000271817	1.52	0.214275456
ENSG00000165338	0.25	0.214275456
ENSG00000141905	-0.19	0.214275456
ENSG00000236540	-0.43	0.214275456
ENSG00000239305	-0.33	0.215253024
ENSG00000104903	-1.64	0.215723589
ENSG00000109762	-0.33	0.215986277
ENSG00000177200	-0.31	0.216152764
ENSG00000114388	0.28	0.216578747
ENSG00000175455	0.34	0.216578747
ENSG00000167311	1.26	0.216578747
ENSG00000139146	-0.37	0.216578747
ENSG00000102978	-0.19	0.216578747
ENSG00000235649	0.88	0.216578747
ENSG00000137563	-0.37	0.216833034
ENSG00000171962	0.37	0.216986587
ENSG00000105737	0.48	0.217128866
ENSG00000260948	-0.52	0.217167337
ENSG00000174749	-0.45	0.217167337
ENSG00000137842	-0.38	0.217167337
ENSG00000100918	0.59	0.217250001
ENSG00000147044	0.33	0.217325578
ENSG00000176723	0.51	0.217374455
ENSG00000104812	-0.58	0.217374455
ENSG00000185052	-1.67	0.217374455
ENSG00000171388	0.9	0.217374455
ENSG00000176834	-0.26	0.21740177
ENSG00000142784	-0.23	0.217414206
ENSG00000196576	0.3	0.217414206
ENSG00000181322	-0.92	0.217513397
ENSG00000138642	0.37	0.217513397
ENSG00000163644	-0.44	0.217628142
ENSG00000040199	-0.34	0.217722615
ENSG00000160131	-0.18	0.217771212
ENSG00000151632	0.6	0.217821144
ENSG00000107581	-0.19	0.218448864
ENSG00000099949	-0.26	0.218802399
ENSG00000122390	0.2	0.218849925
ENSG00000167257	0.29	0.218916865
ENSG00000143919	0.4	0.219390808
ENSG00000134201	0.72	0.219425961
ENSG00000100297	-0.32	0.219425961
ENSG00000162885	0.33	0.219491714
ENSG00000119689	-0.23	0.219522836
ENSG00000117266	0.99	0.219615827
ENSG00000158406	0.48	0.219692881
ENSG00000158104	-0.54	0.219741774
ENSG00000013016	-0.53	0.219784814
ENSG00000203668	-0.38	0.219900615
ENSG00000115275	-0.25	0.219900615
ENSG00000065518	0.23	0.220092417
ENSG00000083817	0.37	0.220256623
ENSG00000197122	-0.22	0.220256623
ENSG00000151164	0.79	0.220315745
ENSG00000128789	-0.23	0.220531006
ENSG00000132205	0.32	0.220539587
ENSG00000206418	-0.34	0.220581164
ENSG00000118997	1.09	0.220851542
ENSG00000274565	0.67	0.220851542
ENSG00000266010	0.91	0.220851542
ENSG00000259188	1.41	0.2209512
ENSG00000185442	-0.85	0.2209512
ENSG00000122884	0.35	0.221040206
ENSG00000166455	1.22	0.221040206
ENSG00000140905	0.77	0.221040206
ENSG00000261064	1.03	0.221190065
ENSG00000127586	0.48	0.221244439
ENSG00000055332	0.15	0.221341264
ENSG00000163510	0.23	0.221367753
ENSG00000114867	-0.21	0.221829147
ENSG00000129925	-0.26	0.221829147
ENSG00000115255	-0.51	0.221829147
ENSG00000273297	0.66	0.221901687
ENSG00000176809	0.39	0.222214032
ENSG00000136732	0.33	0.222412392
ENSG00000072832	0.18	0.222412392
ENSG00000113734	0.31	0.222412392
ENSG00000132436	0.31	0.222412392
ENSG00000162881	1.55	0.222519264
ENSG00000267737	1.31	0.222519264
ENSG00000168490	0.55	0.222525593
ENSG00000004660	0.68	0.22257602
ENSG00000160767	-0.25	0.222753172
ENSG00000100399	0.75	0.222753172
ENSG00000125843	0.24	0.222854226
ENSG00000204370	-0.21	0.223168649
ENSG00000136636	0.22	0.223196399
ENSG00000121068	-0.27	0.223196399
ENSG00000163528	0.35	0.223211825
ENSG00000177105	-0.18	0.223211825
ENSG00000105568	-0.13	0.22332935
ENSG00000152818	-0.39	0.223500671
ENSG00000171596	-1.62	0.223540722
ENSG00000162927	0.34	0.223938226
ENSG00000077044	-0.26	0.224398586
ENSG00000057935	0.19	0.224542194
ENSG00000099995	-0.19	0.224620772
ENSG00000130208	1.08	0.224676557
ENSG00000150672	-0.61	0.224773446
ENSG00000164542	0.66	0.224878067
ENSG00000187741	0.55	0.224878067
ENSG00000068878	-0.19	0.225048958
ENSG00000128272	0.23	0.225048958
ENSG00000189227	-0.52	0.225106909
ENSG00000132424	0.19	0.225270618
ENSG00000025156	0.24	0.225270618
ENSG00000108592	-0.28	0.225313933
ENSG00000183137	0.25	0.225559987
ENSG00000273749	-0.18	0.225711936
ENSG00000244165	-0.59	0.225711936
ENSG00000113328	0.22	0.226118812
ENSG00000112679	-0.36	0.226118812
ENSG00000140694	-0.14	0.226118812
ENSG00000130600	1.8	0.226175832
ENSG00000013375	0.27	0.226291327
ENSG00000122484	0.18	0.226410813
ENSG00000234608	0.27	0.226410813
ENSG00000082516	-0.21	0.226424355
ENSG00000235257	0.77	0.226773034
ENSG00000105426	-0.47	0.226773034
ENSG00000180914	-1.97	0.226810421
ENSG00000245552	-0.7	0.226892074
ENSG00000184227	-0.81	0.226918853
ENSG00000119688	0.24	0.226928461
ENSG00000109332	-0.14	0.226947823
ENSG00000132780	0.21	0.226992205
ENSG00000213593	-0.22	0.226992205
ENSG00000068079	-0.26	0.226992205
ENSG00000151012	1.14	0.227060119
ENSG00000113811	-0.25	0.227312103
ENSG00000188243	-0.22	0.227312103
ENSG00000087842	0.71	0.227312103
ENSG00000113739	-1.08	0.227456478
ENSG00000118369	0.24	0.227456478
ENSG00000139546	-0.29	0.227456478
ENSG00000135945	0.19	0.227848594
ENSG00000092964	0.25	0.227848594
ENSG00000135387	0.16	0.22788131
ENSG00000167528	-0.23	0.22788131
ENSG00000214357	0.62	0.227902888
ENSG00000164758	-0.39	0.227902888
ENSG00000127603	-0.36	0.227986568
ENSG00000124126	0.57	0.227986568
ENSG00000134762	-1.39	0.228242826
ENSG00000185420	0.29	0.228246202
ENSG00000241127	0.32	0.228246202
ENSG00000182325	-0.4	0.228246202
ENSG00000054282	0.42	0.228521663
ENSG00000107829	-0.26	0.228964046
ENSG00000108819	0.22	0.228964046
ENSG00000134597	0.23	0.228964046
ENSG00000138286	0.22	0.228981225
ENSG00000254554	-0.64	0.228981225
ENSG00000057704	-0.92	0.229058492
ENSG00000109171	-0.19	0.22907929
ENSG00000159784	0.39	0.22907929
ENSG00000138039	-1.52	0.229274199
ENSG00000086189	-0.23	0.229274199
ENSG00000110063	0.34	0.229386169
ENSG00000141385	-0.19	0.22938631
ENSG00000188199	-1.34	0.229653887
ENSG00000177731	-0.18	0.229653887
ENSG00000178031	1.03	0.229664009
ENSG00000176871	-0.29	0.229664009
ENSG00000276141	-0.53	0.229664009
ENSG00000198453	0.27	0.229664009
ENSG00000105849	-0.19	0.229700796
ENSG00000100065	0.48	0.229811617
ENSG00000272172	1.51	0.230017969
ENSG00000159873	0.23	0.230138574
ENSG00000141034	-0.23	0.230386936
ENSG00000272106	0.47	0.230492549
ENSG00000154305	0.16	0.230492549
ENSG00000179922	0.41	0.230492549
ENSG00000075790	-0.29	0.230905955
ENSG00000169193	-0.38	0.230921284
ENSG00000198858	-0.23	0.231087518
ENSG00000131778	0.27	0.231253396
ENSG00000273802	0.96	0.231253396
ENSG00000139370	-0.21	0.231253396
ENSG00000139675	0.47	0.231253396
ENSG00000205771	0.75	0.231253396
ENSG00000112234	-0.2	0.231359443
ENSG00000155252	0.22	0.231584623
ENSG00000246273	-1.11	0.231584623
ENSG00000189292	-1.7	0.231613206
ENSG00000153064	-0.55	0.231613206
ENSG00000100823	0.31	0.231613206
ENSG00000119906	0.25	0.231702558
ENSG00000112414	-0.71	0.231768448
ENSG00000162735	-0.2	0.232017977
ENSG00000273487	-1.04	0.232444898
ENSG00000111237	-0.25	0.232587534
ENSG00000020256	0.29	0.232587534
ENSG00000005448	-0.3	0.232620548
ENSG00000253541	-0.87	0.232620548
ENSG00000177459	0.71	0.232620548
ENSG00000099822	-0.48	0.232620548
ENSG00000141526	-0.78	0.232734685
ENSG00000055813	1.42	0.232961878
ENSG00000142733	-0.35	0.23304761
ENSG00000234537	0.86	0.233074229
ENSG00000138944	1.29	0.233074229
ENSG00000272686	-0.57	0.233086402
ENSG00000230953	0.79	0.233101743
ENSG00000173811	-1.8	0.233112966
ENSG00000136878	0.19	0.233353867
ENSG00000068745	0.29	0.233466959
ENSG00000148396	-0.2	0.233717271
ENSG00000248124	0.32	0.233717271
ENSG00000083457	-0.3	0.234046309
ENSG00000227372	0.17	0.234111796
ENSG00000171189	-1.95	0.234319772
ENSG00000134020	-0.82	0.234673241
ENSG00000170088	-0.33	0.234695244
ENSG00000184922	0.45	0.2347916
ENSG00000163638	-0.67	0.23531397
ENSG00000131435	0.44	0.235352928
ENSG00000118094	-1.56	0.235352928
ENSG00000099875	-0.34	0.235390518
ENSG00000237036	-0.37	0.235580557
ENSG00000246596	-0.7	0.235740763
ENSG00000079335	0.43	0.23592077
ENSG00000170417	0.43	0.236128723
ENSG00000167680	0.91	0.236428942
ENSG00000089127	1.26	0.236452935
ENSG00000196220	0.7	0.236484918
ENSG00000109220	-0.32	0.23648738
ENSG00000178950	-0.15	0.236811704
ENSG00000170458	-0.96	0.237070456
ENSG00000107672	-0.32	0.237223023
ENSG00000258675	1.27	0.237534249
ENSG00000157014	-0.28	0.237755462
ENSG00000232855	-0.66	0.237868715
ENSG00000106336	1.26	0.237920846
ENSG00000167770	-0.17	0.238026954
ENSG00000005801	0.3	0.238221817
ENSG00000198081	0.27	0.238221817
ENSG00000102287	0.7	0.238221817
ENSG00000146648	0.21	0.23872287
ENSG00000159905	0.52	0.238755542
ENSG00000179833	0.22	0.238759316
ENSG00000198682	-0.31	0.238759316
ENSG00000148680	-1.58	0.238759316
ENSG00000135253	1.53	0.238820767
ENSG00000205517	-0.36	0.238820767
ENSG00000100243	-0.23	0.238887269
ENSG00000182397	0.82	0.238937325
ENSG00000234742	1.32	0.239315269
ENSG00000135931	-0.58	0.239344675
ENSG00000161048	0.3	0.239344675
ENSG00000179588	0.37	0.239344675
ENSG00000213889	-0.91	0.239435195
ENSG00000167553	0.41	0.239577311
ENSG00000138600	-0.3	0.239577311
ENSG00000140474	-0.36	0.239577311
ENSG00000177971	-0.34	0.239577311
ENSG00000176593	0.33	0.239577311
ENSG00000187147	-0.22	0.239676858
ENSG00000186395	-0.35	0.239676858
ENSG00000155363	0.3	0.239851288
ENSG00000137075	-0.25	0.239964186
ENSG00000167685	0.21	0.240162871
ENSG00000196678	0.35	0.240611626
ENSG00000165219	-0.17	0.240691699
ENSG00000101109	0.23	0.240825182
ENSG00000117054	-0.33	0.241209271
ENSG00000236801	-1.12	0.241398716
ENSG00000116017	-0.43	0.241401882
ENSG00000109667	-0.38	0.241742819
ENSG00000145860	-0.34	0.241807906
ENSG00000215114	0.28	0.241807906
ENSG00000108826	0.23	0.241808173
ENSG00000146021	0.38	0.241970603
ENSG00000272343	-1.5	0.241970603
ENSG00000066084	0.23	0.241970603
ENSG00000111358	-0.25	0.242000739
ENSG00000196998	-0.21	0.242000739
ENSG00000185842	0.54	0.242269672
ENSG00000105127	-0.21	0.242269672
ENSG00000254506	-1.48	0.242369404
ENSG00000113597	0.26	0.242540309
ENSG00000151320	-0.67	0.242604518
ENSG00000173875	-0.29	0.242710082
ENSG00000269893	0.45	0.242719657
ENSG00000197780	-0.31	0.24302646
ENSG00000091127	-0.53	0.24302646
ENSG00000110619	0.14	0.24302646
ENSG00000132591	-0.18	0.24302646
ENSG00000073711	0.28	0.243225029
ENSG00000132383	0.23	0.243362952
ENSG00000134516	0.35	0.243453796
ENSG00000181894	0.26	0.243464239
ENSG00000185760	1.14	0.243721031
ENSG00000257698	0.33	0.243889304
ENSG00000135316	-0.18	0.243966428
ENSG00000178665	0.72	0.243966428
ENSG00000087077	0.31	0.243966428
ENSG00000188869	1.16	0.243966428
ENSG00000096401	-0.17	0.244311897
ENSG00000110696	-0.13	0.244311897
ENSG00000137692	-0.2	0.244311897
ENSG00000121297	0.24	0.244311897
ENSG00000171204	0.28	0.244797882
ENSG00000178033	-0.33	0.244833914
ENSG00000167778	-0.24	0.244833914
ENSG00000118420	0.69	0.245164356
ENSG00000118418	0.33	0.245179646
ENSG00000170684	-1.3	0.245179646
ENSG00000234546	0.51	0.245281746
ENSG00000110002	0.46	0.245351154
ENSG00000279863	0.95	0.245666245
ENSG00000181649	-0.55	0.245666245
ENSG00000126934	-0.22	0.245704719
ENSG00000162645	0.26	0.245771914
ENSG00000160310	0.16	0.245771914
ENSG00000099821	-0.29	0.246084177
ENSG00000120727	-0.2	0.246542275
ENSG00000152082	-0.3	0.246613393
ENSG00000181751	-0.34	0.246741818
ENSG00000234883	0.8	0.246741818
ENSG00000184634	0.23	0.246997085
ENSG00000261824	0.27	0.247147226
ENSG00000171612	-0.42	0.247348741
ENSG00000143845	-0.48	0.247348741
ENSG00000260743	-1.27	0.247348741
ENSG00000169288	0.24	0.247386812
ENSG00000129559	-0.26	0.247490744
ENSG00000274376	-1.11	0.247531524
ENSG00000091592	0.19	0.247531524
ENSG00000249459	0.58	0.247531524
ENSG00000235961	0.62	0.247531524
ENSG00000169136	1.15	0.247918994
ENSG00000104219	-0.37	0.247990399
ENSG00000114993	0.27	0.248338218
ENSG00000121481	0.23	0.248344224
ENSG00000069869	-0.27	0.248344224
ENSG00000225125	1.06	0.248526314
ENSG00000227825	1.51	0.248544349
ENSG00000253559	-1.09	0.248872885
ENSG00000168453	0.41	0.249088653
ENSG00000247626	-0.48	0.249095773
ENSG00000185163	-0.42	0.249142861
ENSG00000123989	-0.27	0.249279208
ENSG00000164934	-0.3	0.249616661
ENSG00000112245	-0.19	0.249733692
ENSG00000204396	0.96	0.24989742
ENSG00000197170	-0.2	0.249965508
ENSG00000157693	0.27	0.250006164
ENSG00000120756	1.09	0.250597592
ENSG00000121957	-0.43	0.250629419
ENSG00000152942	0.2	0.250629419
ENSG00000196440	0.25	0.250629419
ENSG00000160075	-0.14	0.250664452
ENSG00000126254	-0.24	0.250706184
ENSG00000163001	0.22	0.250838257
ENSG00000067208	-0.23	0.250865296
ENSG00000222041	-0.65	0.250865296
ENSG00000125388	0.3	0.250865296
ENSG00000164327	-0.2	0.250865296
ENSG00000140459	-0.78	0.250865296
ENSG00000172382	-0.53	0.250865296
ENSG00000183077	-0.33	0.250865296
ENSG00000138867	-0.16	0.250865296
ENSG00000168246	0.15	0.251136184
ENSG00000139832	-0.5	0.251136184
ENSG00000162981	-1.05	0.251253471
ENSG00000112149	0.71	0.251253471
ENSG00000167105	0.84	0.251253471
ENSG00000141646	-0.23	0.251253471
ENSG00000177030	0.16	0.251255221
ENSG00000150776	0.17	0.251317487
ENSG00000176894	-0.9	0.251317487
ENSG00000063244	0.22	0.251317487
ENSG00000164307	0.22	0.251371544
ENSG00000079150	0.33	0.251521895
ENSG00000149557	0.24	0.25164991
ENSG00000132003	-0.62	0.25164991
ENSG00000205898	-1.5	0.251824189
ENSG00000230069	1.59	0.252312525
ENSG00000153574	-0.26	0.25232224
ENSG00000172318	-1.34	0.252430497
ENSG00000077458	-0.24	0.252455379
